ID,Name,Country,League,Club
p224859,Laursen,Denmark,Eredivisie,Heracles Almelo
p232106,Lawrence-Gabriel,England,EFL League One,Blackpool
p201145,Le Bihan,France,Ligue 2 BKT,SM Caen
p227911,Leal,Costa Rica,MLS,Nashville SC
p245026,Lederman,Poland,PKO BP Ekstraklasa,Raków
p256098,Ledezma,United States,Eredivisie,PSV
p210108,Lee,England,EFL League One,Wrexham
p255519,Lee Geon Hee,Korea Republic,K League 1,GwangJu FC
p261115,Lee Ho Jae,Korea Republic,K League 1,Pohang Steelers
p248487,Lee Soo Bin,Korea Republic,K League 1,Jeonbuk Hyundai
p224185,Leemans,Holland,Eredivisie,NAC Breda
p263317,Łęgowski,Poland,CSSL,Yverdon Sport FC
p237510,Leguizamón,Paraguay,Sudamericana,Sportivo Luqueño
p256146,Leizza,Argentina,Primera División,Tigre
p229907,Lelieveld,Holland,Eredivisie,RKC Waalwijk
p229227,Leszczyński,Poland,PKO BP Ekstraklasa,Śląsk Wrocław
p262534,Lewald,Germany,3. Liga,SV Sandhausen
p243100,Li Shuai,China PR,CSL,Shanghai Port FC
p236993,Lima,United States,MLS,New England
p256778,Lind,Denmark,Serie BKT,Pisa
p244725,Linthorst,Holland,Eredivisie,Go Ahead Eagles
p221855,Liu Binbin,China PR,CSL,Shandong Taishan
p253758,Lixandru,Romania,SUPERLIGA,FCSB
p240045,Ljubić,Austria,Ö. Bundesliga,LASK
p212248,Lohkemper,Germany,3. Liga,SV Waldhof
p279148,Lojas,Peru,Sudamericana,Dep. Garcilaso
p202199,Long,England,EFL Championship,Norwich
p250825,Longman,England,EFL Championship,Hull City
p243828,Longstaff,England,MLS,Toronto FC
p228243,Loosli,Switzerland,Bundesliga,VfL Bochum 1848
p202014,Lopes,Cape Verde Islands,SSE Airtricity PD,Shamrock Rovers
p252706,López,Argentina,Primera División,Sarmiento
p225910,López Quintana,Paraguay,Sudamericana,Guaraní
p172716,Álex López,Spain,LALIGA HYPERMOTION,Racing de Ferrol
p242383,Lorenz,Germany,3. Liga,FC Ingolstadt 04
p225174,Louiserre,France,Ligue 2 BKT,En Avant Guingamp
p238986,Luckeneder,Austria,3. Liga,Wehen Wiesbaden
p233812,Lucoqui,Angola,Bundesliga 2,Braunschweig
p235670,Lundqvist,Sweden,Allsvenskan,IFK Göteborg
p220600,Lundqvist,Sweden,Allsvenskan,BK Häcken
p205942,Lung,Romania,SUPERLIGA,Univ. Craiova
p243602,M'Bakata,France,Trendyol Süper Lig,Gaziantep
p208835,M'Changama,Netherlands,Ligue 2 BKT,ESTAC Troyes
p213407,Macey,England,EFL League Two,Colchester
p258523,MacKenzie,Scotland,Scottish Prem,Aberdeen
p216582,Maderner,Austria,Ö. Bundesliga,Grazer AK
p267987,Maestro Puch,Argentina,Primera División,Independiente
p243849,Maghoma,England,Premier League,Brentford
p198223,Maiello,Italy,Serie BKT,Bari
p268510,Maita,Italy,Serie BKT,Bari
p253694,Makridis,Germany,Bundesliga 2,Preußen Münster
p255316,Maldonado,Honduras,SUPERLIGA,Univ. Craiova
p191058,Camora,Romania,SUPERLIGA,CFR 1907 Cluj
p233544,Malinov,Bulgaria,1A Pro League,KV Kortrijk
p251431,Malone,Germany,Ö. Bundesliga,FK Austria Wien
p266581,Mampassi,Russia,1A Pro League,KV Kortrijk
p275333,Alberto Marí,Spain,LALIGA HYPERMOTION,Real Zaragoza
p252313,Marin,Romania,Serie BKT,Pisa
p211565,Higinio,Spain,LALIGA HYPERMOTION,Albacete BP
p238273,Marković,Romania,SUPERLIGA,FC Hermannstadt
p234108,Maroni,Argentina,Primera División,Tigre
p236505,Artur Jorge,Portugal,Liga Portugal,Farense
p263756,Márquez,Argentina,Primera División,Platense
p240156,Marseiler,Germany,Bundesliga 2,SV Darmstadt 98
p272788,Félix,Spain,LALIGA EA SPORTS,Real Betis
p261139,Martínez,Paraguay,Sudamericana,Olimpia
p268715,Martínez,Costa Rica,MLS,New York City FC
p214035,Martínez,Colombia,Libertadores,Junior
p264438,Gabri Martínez,Spain,Liga Portugal,SC Braga
p73035,Henrique Pereira,Portugal,Liga Portugal,Casa Pia AC
p279769,Diogo Travassos,Portugal,Liga Portugal,Estrela Amadora
p278086,Masoero,Argentina,SUPERLIGA,FC Univ. Cluj
p241689,Massimo,Germany,Bundesliga 2,Fürth 
p209333,Maxwell,Wales,EFL League One,Huddersfield
p275029,Maza,Germany,Bundesliga 2,Hertha BSC
p224095,Mbemba,Congo,Ligue 2 BKT,Grenoble Foot 38
p264437,Mbengue,Senegal,EFL League One,Reading
p251974,Mbock,France,Ligue 2 BKT,Red Star FC
p247248,Mbow,Senegal,Ligue 2 BKT,Paris FC
p227909,McCarthy,United States,MLS,LA Galaxy
p278819,McCausland,Northern Ireland,Scottish Prem,Rangers
p198489,McClean,Republic of Ireland,EFL League One,Wrexham
p231446,McGuane,England,EFL Championship,Bristol City
p274841,McGuire,United States,MLS,Orlando City
p204787,McHugh,Republic of Ireland,ISL,FC Goa
p227881,McWilliams,England,EFL League One,Rotherham Utd
p223853,Agus Medina,Spain,LALIGA HYPERMOTION,Albacete BP
p262024,Mehssatou,Chile,1A Pro League,KV Kortrijk
p270907,Meisl,Austria,Ö. Bundesliga,FK Austria Wien
p266044,Mejía,Ecuador,Sudamericana,Delfín SC
p70195,Mekvabishvili,Georgia,SUPERLIGA,Univ. Craiova
p255994,Mendoza,Ecuador,Libertadores,Barcelona SC
p244187,Mendy,Senegal,Ligue 2 BKT,Grenoble Foot 38
p198970,Mensah,Ghana,MLS,New England
p253909,Mera,Ecuador,Sudamericana,Dep. Cuenca
p246118,Meraş,Turkey,Trendyol Süper Lig,Eyüpspor
p260442,Mercado,Bolivia,Sudamericana,Universitario
p251920,Meroni,Italy,Serie BKT,Reggiana
p236341,Messiniti,Argentina,Sudamericana,Delfín SC
p209423,Michel,France,Ligue 2 BKT,AC Ajaccio
p263166,Mikeltadze,Georgia,K League 1,GwangJu FC
p257326,Milanović,Australia,A-League,WS Wanderers
p247913,Miller,Australia,Scottish Prem,Hibernian
p202605,Milošević,Sweden,Allsvenskan,AIK
p257959,Min,Holland,Eredivisie,FC Utrecht
p269899,Miroshi,Tanzania,Trendyol Süper Lig,Göztepe
p279808,Mito,Japan,Eredivisie,Sparta Rotterdam
p218656,Mockenhaupt,Germany,3. Liga,Wehen Wiesbaden
p201295,Manu Molina,Spain,LALIGA HYPERMOTION,Málaga CF
p258227,Montes,Chile,Sudamericana,Uni. Católica
p235980,Morales,Chile,Primera División,Sarmiento
p267597,Morales,Uruguay,Sudamericana,Wanderers
p264120,Moran,Republic of Ireland,EFL Championship,Stoke City
p72093,Martim Fernandes,Portugal,Liga Portugal,FC Porto
p271919,Moreyra,Argentina,Primera División,Instituto
p248555,Mosquera,Colombia,MLS,Atlanta United
p269156,Moxon,England,EFL Championship,Portsmouth
p242714,Mueller,United States,MLS,Chicago Fire FC
p246276,Joaquín,Spain,LALIGA HYPERMOTION,SD Huesca
p243080,Carlos Isaac,Spain,LALIGA HYPERMOTION,Córdoba CF
p259941,Murrugarra,Peru,Libertadores,Universitario
p258165,Musaba,Holland,EFL Championship,Sheffield Wed
p190435,Tomeu Nadal,Spain,LALIGA HYPERMOTION,CD Tenerife
p216114,Näsberg,Norway,3F Superliga,Viborg FF
p192559,Nauber,Germany,Eredivisie,Go Ahead Eagles
p263920,Ndiaye,Senegal,Ligue 2 BKT,Clermont Foot 63
p252317,Nemeth,Austria,Bundesliga,FC St. Pauli
p236464,Ngoy,Belgium,1A Pro League,KV Mechelen
p262071,Ngoy,Belgium,1A Pro League,Standard Liège
p274264,Niemiec,Germany,Bundesliga 2,Düsseldorf
p238619,Nikolaou,Germany,Bundesliga 2,Braunschweig
p229065,Niňaj,Slovakia,SUPERLIGA,Sepsi OSK
p246713,Nkuba,Belgium,1A Pro League,KRC Genk
p255464,Nordli,Norway,3F Superliga,Randers FC
p260653,Norton-Cuffy,England,Serie A Enilive,Genoa
p268082,Noubi,Belgium,1A Pro League,Standard Liège
p214351,Novoa,Colombia,Libertadores,Millonarios
p254719,Nuñez,Paraguay,Sudamericana,Club Nacional
p242307,Núñez,Paraguay,Primera División,Banfield
p276745,Álvaro Núñez,Spain,LALIGA HYPERMOTION,Elche CF
p234202,Nunnely,Suriname,Eredivisie,sc Heerenveen
p275336,O'Connor,Argentina,Libertadores,Rosario Central 
p241659,Odey,Nigeria,3F Superliga,Randers FC
p232849,Ogawa,Japan,1A Pro League,STVV
p222399,Ogilvie,England,EFL Championship,Portsmouth
p245428,Okoroji,England,CSSL,FC St. Gallen
p271458,Okou,France,Serie A Enilive,Hellas Verona
p236836,Okwonkwo,Nigeria,Serie BKT,Reggiana
p262500,Olasagasti,Spain,LALIGA EA SPORTS,Real Sociedad
p275691,Olawoyin,Nigeria,Trendyol Süper Lig,Çaykur Rizespor
p262289,Old,New Zealand,Ligue 1 McDonald's,AS Saint-Étienne
p220479,Olsen,Denmark,SUPERLIGA,FC Dinamo 1948
p184472,Olsson,Sweden,Allsvenskan,Malmö FF
p72611,Omgba,Holland,1A Pro League,KAA Gent
p73355,Önal,Turkey,Eredivisie,N.E.C. Nijmegen
p245017,Ondoua,Cameroon,CSSL,Servette FC
p214838,Opazo,Chile,Libertadores,Colo-Colo
p224491,Ortag,Germany,Bundesliga 2,SSV Ulm 1846
p190747,Ortuño,Spain,LALIGA HYPERMOTION,FC Cartagena
p233442,Osei-Tutu,England,EFL League One,Bolton
p270638,Oshima,Japan,SUPERLIGA,Univ. Craiova
p270519,Osula,Denmark,Premier League,Newcastle Utd
p214111,Otálvaro,Colombia,Sudamericana,Sportivo Luqueño
p251912,Ould Khaled,France,Ligue 1 McDonald's,Angers SCO
p238634,Paetow,Germany,Bundesliga 2,Preußen Münster
p198836,Pajot,France,Ligue 2 BKT,FC Annecy
p226737,Palacios,Colombia,Sudamericana,América de Cali
p198377,Palmer,Scotland,EFL Championship,Sheffield Wed
p247352,Palmezano,Venezuela,Libertadores,Huachipato
p251953,Pandolfi,Italy,Serie BKT,Cittadella
p256898,Pantea,Romania,SUPERLIGA,FCSB
p240008,Papadopoulos,Germany,CSSL,FC Lugano
p258040,Papanikolaou,Greece,Trendyol Süper Lig,Çaykur Rizespor
p220030,Paquiez,France,Ligue 2 BKT,Grenoble Foot 38
p231071,Miquel Parera,Spain,LALIGA HYPERMOTION,R. Racing Club
p243824,Park Soo Il,Korea Republic,K League 1,Gimcheon Sangmu
p245535,Parmak,Turkey,Trendyol Süper Lig,Hatayspor
p267632,Pászka,Hungary,Magyar Liga,Ferencvárosi TC
p244147,Păun,Romania,SUPERLIGA,CFR 1907 Cluj
p262261,Păun,Romania,SUPERLIGA,Sepsi OSK
p252589,Pavan,Italy,Serie BKT,Cittadella
p201114,Pawłowski,Poland,PKO BP Ekstraklasa,Widzew Łódź
p209361,Payne,New Zealand,A-League,Well. Phoenix
p234832,Pedersen,Denmark,EFL Championship,Swansea City
p216791,Pennington,England,EFL League One,Blackpool
p219860,Perea,Colombia,Sudamericana,UCV
p253173,Perea,Colombia,CSSL,FC Zürich
p241726,Pereira,Norway,Eliteserien,Rosenborg BK
p270563,Serginho,Portugal,3F Superliga,Viborg FF
p264290,Pablo Felipe,Brazil,Liga Portugal,Gil Vicente
p260519,Pérez,Colombia,Sudamericana,ADT
p253533,Pérez,Peru,Sudamericana,Sport Huancayo
p228456,Juan Pérez,Spain,LALIGA HYPERMOTION,SD Huesca
p210940,Perilli,Italy,Serie A Enilive,Hellas Verona
p210386,Peterson,Sweden,Eredivisie,Fortuna Sittard
p70582,Petris,France,1A Pro League,Sp. Charleroi
p208432,Pettersson,Sweden,Allsvenskan,Mjällby AIF
p241628,Pierini,Italy,Serie BKT,Sassuolo
p210482,Piesinger,Austria,Ö. Bundesliga,Wolfsberger AC
p241538,Pinas,Suriname,Allsvenskan,Hammarby IF
p193260,Pink,Austria,Ö. Bundesliga,Wolfsberger AC
p213969,Pinnock,England,EFL League One,Northampton
p277301,Gabriel Pirani,Brazil,MLS,D.C. United
p223957,Pirard,Belgium,1A Pro League,KV Kortrijk
p275912,Pittarello,Italy,Serie BKT,Catanzaro
p268396,Pizarro,Chile,Serie A Enilive,Udinese
p178363,Placide,Haiti,Ligue 2 BKT,SC Bastia
p231307,Poaty,Congo,CSSL,Lausanne-Sport
p257878,Pokorný,Slovakia,PKO BP Ekstraklasa,Śląsk Wrocław
p264219,Poku,Holland,Eredivisie,AZ
p233591,Pomares,Spain,LALIGA HYPERMOTION,R. Oviedo
p268937,Ponsi,Italy,Serie BKT,Modena
p246560,Popa,Romania,SUPERLIGA,FCSB
p239980,Popescu,Romania,SUPERLIGA,FC Univ. Cluj
p254893,Portocarrero,Ecuador,Libertadores,Universitario
p252910,Postema,Holland,Eredivisie,FC Groningen
p264579,Potts,England,EFL Championship,Portsmouth
p199769,Potzmann,Austria,Ö. Bundesliga,FK Austria Wien
p236875,Poulsen,Denmark,3F Superliga,Silkeborg IF
p240751,Poussin,France,LALIGA HYPERMOTION,Real Zaragoza
p248147,Praszelik,Poland,Serie BKT,Südtirol
p271005,Prelec,Slovenia,Ö. Bundesliga,FK Austria Wien
p268630,Price,Northern Ireland,1A Pro League,Standard Liège
p247186,Prieto,Paraguay,Sudamericana,Guaraní
p266123,Provstgaard,Denmark,3F Superliga,Vejle Boldklub
p205691,Pucino,Italy,Serie BKT,Bari
p276523,Puclin,Croatia,CSL,Nantong Zhiyun FC
p225652,Pușcaș,Romania,Trendyol Süper Lig,Bodrum FK
p193713,Qian Jiegei,China PR,CSL,Zhejiang Pro
p255580,Quagliata,Italy,Serie BKT,Cremonese
p215725,Quintillà,Spain,Liga Cyprus,APOEL FC
p239219,Quiroga,Argentina,Primera División,Sarmiento
p256282,Rabihic,Germany,3. Liga,Saarbrücken
p211250,Radaković,Serbia,Trendyol Süper Lig,Sivasspor
p211671,Radošević,Croatia,3F Superliga,Brøndby IF
p251790,Rafia,Tunisia,Serie A Enilive,Lecce
p267995,Ragen,United States,MLS,Sounders FC
p238450,Raggett,England,EFL League One,Rotherham Utd
p272853,Rajović,Denmark,3F Superliga,Brøndby IF
p220545,Ramallo,Bolivia,Libertadores,The Strongest
p218731,Rambal,Colombia,Sudamericana,ADT
p261275,Ramírez,Argentina,Primera División,Defensa
p259252,Ramírez,Venezuela,Primera División,Tigre
p244871,Randall,England,EFL League One,Peterborough
p251045,Rață,Moldova,SUPERLIGA,FC Univ. Cluj
p275978,Ratkov,Serbia,Ö. Bundesliga,RB Salzburg
p173165,Ravaglia,Italy,Serie BKT,Sampdoria
p228682,Rebolledo,Chile,Sudamericana,Unión La Calera
p242362,Recalde,Argentina,Primera División,Banfield
p230138,Redolfi,Italy,Serie BKT,Mantova
p205255,Reid,Northern Ireland,EFL League One,Stevenage
p258642,Nuno Lima,Portugal,Trendyol Süper Lig,Alanyaspor
p231923,Remacle,Belgium,PKO BP Ekstraklasa,Korona Kielce
p257957,Rente,Germany,Eredivisie,FC Groningen
p212409,Rentería,Colombia,Sudamericana,Alianza FC
p251818,Requena,Argentina,Libertadores,Cobresal
p225809,Restrepo,Colombia,Sudamericana,Nacional Potosí
p226467,Ricci,Italy,Serie BKT,Cosenza
p208424,Ricci,Italy,Serie BKT,Sampdoria
p261000,Ríos,Argentina,Sudamericana,Sportivo Luqueño
p168965,Riou,France,Ligue 2 BKT,Paris FC
p202678,Risdon,Australia,A-League,Perth Glory
p271918,Risser,France,Ligue 1 McDonald's,Strasbourg
p237884,Ritzka,Germany,Bundesliga,FC St. Pauli
p231219,Rivero,Argentina,Primera División,Platense
p233476,Riveros,Paraguay,Libertadores,Talleres
p258931,Roberts,England,EFL Championship,Bristol City
p259677,Robertson,Australia,EFL Championship,Cardiff City
p273560,Rocha,Uruguay,Liga Portugal,Arouca
p192156,Rúben Lima,Portugal,Liga Portugal,Estrela Amadora
p234992,Luís Rocha,Portugal,Liga Portugal,Santa Clara
p256874,Roche,Sweden,CSSL,Lausanne-Sport
p263784,Rodrigues,Brazil,MLS,SJ Earthquakes
p275348,Rúben Rodrigues,Portugal,EFL Championship,Oxford United
p266814,Rodríguez,Argentina,Primera División,Dep. Riestra
p264775,Rodríguez,Venezuela,Libertadores,Caracas FC
p266658,Rodríguez,Uruguay,Liga Portugal,AVS Futebol SAD
p238446,Tachi,Spain,LALIGA HYPERMOTION,CD Mirandés
p263725,Alberto,Spain,ISL,Mohun Bagan SG
p237206,Alvaro Rodríguez,Spain,LALIGA HYPERMOTION,Albacete BP
p193092,Rojas,New Zealand,A-League,Well. Phoenix
p231212,Rolón,Argentina,Sudamericana,Belgrano
p226108,Romagna,Italy,Serie BKT,Sassuolo
p275225,Roman,Romania,SUPERLIGA,Politehnica Iași
p259361,Román,Paraguay,Sudamericana,Olimpia
p264173,Iván Romero,Spain,LALIGA HYPERMOTION,Levante UD
p274057,Rommens,Belgium,1A Pro League,KVC Westerlo
p230047,Ronstadt,Germany,Bundesliga 2,Kaiserslautern
p263029,Ros,Spain,LALIGA HYPERMOTION,Albacete BP
p261438,Rosane,Argentina,Primera División,Barracas Central
p256080,Guille Rosas,Spain,LALIGA HYPERMOTION,R. Sporting
p224250,Roßbach,Germany,3. Liga,FC Hansa Rostock
p220090,Raphael Rossi,Brazil,PKO BP Ekstraklasa,Radomiak Radom
p244133,Rossipal,Germany,3. Liga,FC Hansa Rostock
p268758,Rover,Italy,Serie BKT,Südtirol
p208865,Roye,France,Ligue 2 BKT,Laval MFC
p279165,Ruberto,Argentina,Libertadores,River Plate
p277289,Rubežić,Montenegro,Scottish Prem,Aberdeen
p240099,Rüegg,Switzerland,CSSL,FC Basel 1893
p210747,Salva Ruíz,Spain,LALIGA HYPERMOTION,CD Castellón
p248040,Rus,Romania,Serie BKT,Pisa
p227855,Sabovic,Sweden,Allsvenskan,Djurgårdens IF
p269230,Sadiki,Congo DR,1A Pro League,R. Union St.-G.
p207805,Sadiku,Albania,Trendyol Süper Lig,Kasımpaşa
p260567,Sæter,Norway,Eliteserien,Rosenborg BK
p196972,Sætra,Norway,Allsvenskan,Kalmar FF
p213619,Sáez,Argentina,Libertadores,Huachipato
p251596,Sagna,Senegal,Ligue 2 BKT,En Avant Guingamp
p268728,Salah-Eddine,Holland,Eredivisie,FC Twente
p267465,Salama,France,Ligue 1 McDonald's,Stade de Reims
p253530,Salazar,Peru,Sudamericana,Dep. Garcilaso
p253613,Salcedo,Peru,Sudamericana,Sport Huancayo
p258684,Salinas,Spain,LALIGA HYPERMOTION,Elche CF
p210004,Saller,Germany,Bundesliga 2,Jahn Regensburg
p191111,Salomonsson,Sweden,Allsvenskan,IFK Göteborg
p71073,Samudio,Paraguay,Sudamericana,S. Trinidense
p275986,Álex Sancris,Spain,LALIGA HYPERMOTION,Burgos CF
p260272,Alvyn Sanches,Switzerland,CSSL,Lausanne-Sport
p182882,Sánchez,Colombia,Libertadores,San Lorenzo
p230849,Nacho,Spain,LALIGA HYPERMOTION,Racing de Ferrol
p243612,Sanderson,England,EFL League One,Birmingham City
p258601,Sangaré,Mali,Ö. Bundesliga,SK Rapid
p274737,Sanguina,Paraguay,Primera División,Ind. Rivadavia
p252599,Sanna,France,Ligue 2 BKT,Laval MFC
p226495,Sergio Santos,Brazil,MLS,FC Cincinnati
p257831,Sanyang,Gambia,Liga Hrvatska,Hajduk Split
p231167,Saracho,Argentina,Primera División,Dep. Riestra
p194077,Sarı,Turkey,Trendyol Süper Lig,Antalyaspor
p253715,Sarmiento,Argentina,Primera División,Tigre
p235647,Sarpei,Ghana,Finnliiga,HJK Helsinki
p273847,Sarquis,Paraguay,Sudamericana,S. Ameliano
p189120,Sauthier,Switzerland,CSSL,Yverdon Sport FC
p247539,Scheidler,France,1A Pro League,FCV Dender EH
p242547,Scherzer,Austria,Ö. Bundesliga,Wolfsberger AC
p270116,Schifferl,Austria,3. Liga,1860 München
p277214,Schingtienne,Belgium,Serie A Enilive,Venezia
p262665,Schmidt,Germany,Bundesliga,SC Freiburg
p238647,Schröter,Germany,3. Liga,1860 München
p242159,Ricardo Friedrich,Brazil,Allsvenskan,Malmö FF
p217841,Schultz,Germany,3. Liga,Rot-Weiss Essen
p264313,Schumacher,Germany,3. Liga,Saarbrücken
p251026,Schwarz,Czech Republic,PKO BP Ekstraklasa,Śląsk Wrocław
p266831,Sebaoui,Morocco,Eredivisie,sc Heerenveen
p239181,Seegert,Germany,3. Liga,SV Waldhof
p235931,Şengezer,Turkey,Trendyol Süper Lig,Başakşehir
p73630,Yanis Senhadji,Spain,LALIGA HYPERMOTION,CD Tenerife
p270054,Sequeira,Costa Rica,Liga Portugal,Casa Pia AC
p251352,Shaffelburg,Canada,MLS,Nashville SC
p163050,Sharp,England,EFL League Two,Doncaster
p236599,Shashoua,England,MLS,Minnesota United
p193013,Shea,England,EFL Championship,Luton Town
p222346,Shi Ke,China PR,CSL,Shandong Taishan
p184901,Shin Kwang Hoon,Korea Republic,K League 1,Pohang Steelers
p245340,Sibley,England,EFL Championship,Oxford United
p253114,Sibo,Ghana,LALIGA HYPERMOTION,R. Oviedo
p246298,Sidibé,France,Ligue 2 BKT,En Avant Guingamp
p224981,Grego Sierra,Spain,SUPERLIGA,Univ. Craiova
p200395,Silva,Uruguay,MLS,Real Salt Lake
p273659,Silva,Uruguay,Libertadores,Huachipato
p259885,Silveira,Uruguay,Sudamericana,Wanderers
p235056,Simakala,Germany,3. Liga,VfL Osnabrück
p241445,Sissoko,France,Ligue 2 BKT,En Avant Guingamp
p248508,Skrzypczak,Poland,PKO BP Ekstraklasa,Jagiellonia
p255210,Slimane,Tunisia,EFL Championship,Norwich
p201112,Słowik,Poland,Trendyol Süper Lig,Konyaspor
p276263,Sokler,Slovenia,Scottish Prem,Aberdeen
p271681,Soldo,Croatia,Bundesliga 2,1. FC Köln
p236767,Soleri,Italy,Serie BKT,Spezia
p223011,Sollacaro,France,Ligue 2 BKT,AC Ajaccio
p240826,Sørensen,Denmark,EFL League One,Huddersfield
p242712,Sørensen,Denmark,Eliteserien,FK Bodø/Glimt
p211435,Sosa Sánchez,Uruguay,Sudamericana,Cerro Largo
p255773,Sosa Sánchez,Uruguay,Sudamericana,Racing Club
p227560,Soto,Colombia,Sudamericana,América de Cali
p270456,Souto,Argentina,Primera División,Huracán
p216755,Felipe Abner,Brazil,Ligue 2 BKT,USL Dunkerque
p223501,Spörle,Argentina,Primera División,Independiente
p216255,Stefaniak,Germany,3. Liga,FC Erzgebirge Aue
p247754,Stensness,Australia,Eliteserien,Viking FK
p243894,Stillhart,Switzerland,CSSL,FC Winterthur
p247955,Stoica,Romania,SUPERLIGA,FC Hermannstadt
p255562,Stojilković,Switzerland,Bundesliga 2,SV Darmstadt 98
p241244,Strain,Australia,Scottish Prem,Dundee United
p243464,Stroud,United States,MLS,D.C. United
p224543,Stryjek,Poland,PKO BP Ekstraklasa,Jagiellonia
p266343,Suárez,Argentina,Primera División,Instituto
p267720,Suchomel,Czech Republic,Česká Liga,Sparta Praha
p235800,Šverko,Croatia,Serie A Enilive,Venezia
p246872,Sylla,France,Scottish Prem,Dundee FC
p252710,Tachie,Germany,Bundesliga 2,Kaiserslautern
p275418,Taha,Morocco,Eredivisie,FC Twente
p202855,Tan Long,China PR,CSL,Changchun Yatai
p277891,Tanda,Argentina,Primera División,Unión
p194372,Taşkıran,Turkey,Trendyol Süper Lig,Alanyaspor
p253474,Tauer,Germany,Bundesliga 2,Braunschweig
p263685,Taylor,England,EFL League One,Wycombe
p279044,Geovany Quenda,Portugal,Liga Portugal,Sporting CP
p259797,Terrazas,Bolivia,Sudamericana,Always Ready
p201965,Thern,Sweden,Allsvenskan,IFK Värnamo
p205096,Thoelke,Germany,3. Liga,Saarbrücken
p225273,Thychosen,Denmark,Allsvenskan,AIK
p265588,Tibidi,France,Ö. Bundesliga,LASK
p269412,Țicu,Romania,SUPERLIGA,FC Petrolul
p238656,Tigges,Germany,Bundesliga 2,1. FC Köln
p246009,Tilio,Australia,A-League,Melbourne City
p228980,Tirpan,Turkey,Eredivisie,Willem II
p267598,Tizón,Uruguay,Sudamericana,Danubio
p228085,Tobar,Colombia,Sudamericana,Universitario
p255557,Tobers,Latvia,CSSL,GC Zürich
p234883,Tomasiewicz,Poland,PKO BP Ekstraklasa,Piast Gliwice
p265749,Topp,Germany,Bundesliga,SV Werder Bremen
p233090,Torres,Argentina,Sudamericana,Uni. Católica
p270879,David Torres,Spain,LALIGA EA SPORTS,R. Valladolid CF
p233396,Touré,Germany,Serie BKT,Pisa
p204350,Trajkovski,North Macedonia,Liga Hrvatska,Hajduk Split
p210688,Trondsen,Norway,Allsvenskan,IFK Göteborg
p188756,Tshimanga,Belgium,1A Pro League,K. Beerschot VA
p274699,Tzimas,Greece,Bundesliga 2,1. FC Nürnberg
p238988,Ullmann,Austria,Ö. Bundesliga,Wolfsberger AC
p246751,Uribe,Venezuela,Libertadores,Dep. Táchira
p268724,Vaesen,Belgium,Eredivisie,Willem II
p273682,Valdez,Paraguay,Sudamericana,S. Ameliano
p270872,Vallejo,Argentina,Primera División,Independiente
p246787,Hugo Vallejo,Spain,LALIGA HYPERMOTION,SD Huesca
p273671,Valverde,Ecuador,MLS,Houston Dynamo
p276173,van Breemen,Holland,CSSL,FC Basel 1893
p225531,Van den Buijs,Belgium,Eredivisie,RKC Waalwijk
p251466,Van Den Keybus,Belgium,1A Pro League,KVC Westerlo
p208782,van der Hart,Holland,Eredivisie,sc Heerenveen
p242562,van der Werff,Switzerland,SUPERLIGA,FC Univ. Cluj
p247931,Van Hoorenbeeck,Belgium,Eredivisie,FC Twente
p208602,van Nieff,Holland,ISL,Mumbai City FC
p236649,van Osch,Holland,Eredivisie,RKC Waalwijk
p227446,van Veen,Holland,Scottish Prem,St. Mirren
p254258,Nilton Varela,Portugal,Liga Portugal,Estrela Amadora
p237534,Vargas,Venezuela,Libertadores,Dep. Táchira
p238637,Vasiliadis,Greece,3. Liga,Saarbrücken
p254905,Vassilev,United States,MLS,St. Louis CITY SC
p253292,Vecino,Uruguay,Libertadores,Huachipato
p217794,Véjar,Chile,Libertadores,Palestino
p237732,Velanas,Holland,Eredivisie,PEC Zwolle
p279819,Velurtas,Argentina,Primera División,Barracas Central
p245560,Venturi,Italy,Serie BKT,Cosenza
p267862,Veratschnig,Austria,Bundesliga,1. FSV Mainz 05
p200696,Verhulst,Holland,Eredivisie,AZ
p276443,Veroli,Italy,Serie BKT,Sampdoria
p256634,Viet,Germany,Bundesliga 2,Jahn Regensburg
p232439,Vignali,Italy,Serie BKT,Spezia
p254974,Villagrán,Chile,Sudamericana,Everton
p264176,Kevin,Spain,LALIGA HYPERMOTION,Málaga CF
p206243,Vincent,France,Ligue 2 BKT,SC Bastia
p261222,Vite,Ecuador,MLS,Whitecaps FC
p260045,Vivas,Venezuela,Libertadores,Dep. Táchira
p276171,Vladi,Kosovo,CSSL,FC Lugano
p211953,Vollath,Germany,3. Liga,1860 München
p246192,Vukotić,Montenegro,Liga Portugal,Boavista FC
p223709,Vural,Turkey,Trendyol Süper Lig,Sivasspor
p243158,Wahlstedt,Sweden,3F Superliga,AGF
p228894,Ward,England,EFL Championship,Derby County
p255956,Waterman,Canada,MLS,CF Montréal
p241328,Wei Zhen,China PR,CSL,Shanghai Port FC
p229925,Wekesser,Germany,Bundesliga 2,Kaiserslautern
p246127,Will,Germany,Bundesliga 2,SV Darmstadt 98
p237415,Williams,England,EFL Championship,Portsmouth
p235618,Wilson,England,EFL Championship,Derby County
p264681,Wilson-Esbrand,England,Premier League,Manchester City
p237307,Wingo,United States,MLS,Toronto FC
p204078,Wolski,Poland,PKO BP Ekstraklasa,Radomiak Radom
p211987,Yalçın,Germany,Trendyol Süper Lig,Eyüpspor
