ID,Name,Country,League,Club
p188182,Balogun,Nigeria,Scottish Prem,Rangers
p277216,Bamba,Côte d'Ivoire,Ligue 2 BKT,FC Lorient
p263370,Barco,Argentina,LALIGA EA SPORTS,Sevilla FC
p193786,Bardi,Italy,Serie BKT,Reggiana
p199435,Barrios,Argentina,Primera División,Godoy Cruz
p239306,Bataille,Belgium,1A Pro League,Royal Antwerp FC
p241821,Bayo,Guinea,Ligue 1 McDonald's,LOSC Lille
p243585,Bazunu,Republic of Ireland,Premier League,Southampton
p263773,Beelen,Holland,Eredivisie,Feyenoord
p244706,Behrens,Germany,Bundesliga,VfL Wolfsburg
p193336,Belec,Slovenia,Liga Cyprus,APOEL FC
p272781,Ben Seghir,Morocco,Ligue 1 McDonald's,AS Monaco
p261081,Benavídez,Argentina,Libertadores,Talleres
p228616,Bertaud,Congo DR,Ligue 1 McDonald's,Montpellier
p215015,Bianchi,Argentina,Primera División,Ind. Rivadavia
p206222,Bigas,Spain,LALIGA HYPERMOTION,Elche CF
p203106,Bittencourt,Germany,Bundesliga,SV Werder Bremen
p233800,Bjørkan,Norway,Eliteserien,FK Bodø/Glimt
p244591,Bogle,England,EFL Championship,Leeds United
p213471,Bojanić,Sweden,K League 1,Ulsan Hyundai
p259565,Bonny,France,Serie A Enilive,Parma
p272829,Ângelo,Brazil,ROSHN Saudi League,Al Nassr
p204125,Bořil,Czech Republic,Česká Liga,Slavia Praha
p236221,Brašanac,Serbia,LALIGA EA SPORTS,CD Leganés
p233795,Brereton Díaz,Chile,Premier League,Southampton
p256268,Broja,Albania,Premier League,Everton
p216033,Broun,Argentina,Libertadores,Rosario Central 
p269495,Buonanotte,Argentina,Premier League,Leicester City
p242332,Busio,United States,Serie A Enilive,Venezia
p238194,Bustos,Argentina,Libertadores,San Lorenzo
p224317,Cabrera,Uruguay,Libertadores,Peñarol
p251613,Cáceres,Paraguay,Sudamericana,Lanús
p231236,Cafaro,France,Ligue 1 McDonald's,AS Saint-Étienne
p244472,Cajuste,Sweden,Premier League,Ipswich
p199776,Caldirola,Italy,Serie A Enilive,Monza
p240289,Calero,Spain,LALIGA EA SPORTS,RCD Espanyol
p211522,Callens,Peru,Hellas Liga,AEK Athens
p219180,Dani Calvo,Spain,LALIGA HYPERMOTION,R. Oviedo
p244401,Camara,Guinea,CSSL,BSC Young Boys
p275138,Camara,Senegal,Ligue 1 McDonald's,AS Monaco
p248805,Sergio Camello,Spain,LALIGA EA SPORTS,Rayo Vallecano
p242267,Campuzano,Colombia,Liga Colombia,Atl. Nacional
p227591,Canelo,Argentina,Primera División,Independiente
p224013,Sergi Canós,Spain,LALIGA EA SPORTS,Valencia CF
p246885,Capaldo,Argentina,Ö. Bundesliga,RB Salzburg
p232514,Carabajal,Argentina,Primera División,Newell's
p192342,Cardona,Colombia,Liga Colombia,Atl. Nacional
p235888,Cardona,France,LALIGA EA SPORTS,RCD Espanyol
p240969,Carranza,Argentina,Eredivisie,Feyenoord
p215334,Carrillo,Argentina,Libertadores,Estudiantes
p216055,Carrizo,Argentina,Libertadores,Cerro Porteño
p229343,Wanderson,Brazil,K League 1,Pohang Steelers
p242534,Cásseres Jr,Venezuela,Ligue 1 McDonald's,Toulouse FC
p267861,Castro,Argentina,Serie A Enilive,Bologna
p210964,Ceccherini,Italy,Serie BKT,Cremonese
p247861,Čerin,Slovenia,Hellas Liga,Panathinaikos
p254895,Chafaï,Algeria,ROSHN Saudi League,Damac FC
p203067,Chará,Colombia,MLS,Portland Timbers
p204060,Chery,Suriname,1A Pro League,Royal Antwerp FC
p236758,Christensen,Denmark,Serie A Enilive,Fiorentina
p268913,Circati,Australia,Serie A Enilive,Parma
p204876,Clerc,Spain,LALIGA HYPERMOTION,Elche CF
p232526,Cobbaut,Belgium,Česká Liga,Sparta Praha
p252036,Colombo,Argentina,Sudamericana,Racing Club
p256899,Colombo,Italy,Serie A Enilive,Empoli
p233885,Cömert,Switzerland,LALIGA EA SPORTS,R. Valladolid CF
p258534,Diego Conde,Spain,LALIGA EA SPORTS,Villarreal CF
p216481,Cooper,England,EFL Championship,Millwall
p253327,Corozo,Ecuador,Libertadores,Barcelona SC
p211272,Corvalán,Argentina,Primera División,Unión
p239136,Cozza,France,Ligue 1 McDonald's,FC Nantes
p213536,Crépeau,Canada,MLS,Portland Timbers
p262411,Miguel Crespo,Portugal,Trendyol Süper Lig,Başakşehir
p242489,Pejiño,Spain,LALIGA EA SPORTS,UD Las Palmas
p269420,Leonardo Lelo,Portugal,Liga Portugal,Casa Pia AC
p202429,da Costa,Germany,Bundesliga,1. FSV Mainz 05
p263815,Abner Vinícius,Brazil,Ligue 1 McDonald's,OL
p222729,Gustavo,Brazil,CSL,Shanghai Port FC
p273694,Busanello,Brazil,Allsvenskan,Malmö FF
p241508,Damsgaard,Denmark,Premier League,Brentford
p208440,Danielson,Sweden,Allsvenskan,Djurgårdens IF
p231445,Dasilva,England,Premier League,Brentford
p213404,Dawidowicz,Poland,Serie A Enilive,Hellas Verona
p268313,Zeca,Brazil,CSL,Shandong Taishan
p240589,Miguel,Spain,LALIGA EA SPORTS,CD Leganés
p239559,de Lange,Holland,Ligue 1 McDonald's,OM
p198513,Cláudio Ramos,Portugal,Liga Portugal,FC Porto
p237331,De Smet,Belgium,Ligue 1 McDonald's,Stade de Reims
p244723,Felipe Silva,Brazil,CSL,Rongcheng FC
p257345,Dedić,Bosnia and Herzegovina,Ö. Bundesliga,RB Salzburg
p202325,Demme,Germany,Bundesliga 2,Hertha BSC
p220182,Denayer,Belgium,ROSHN Saudi League,Al Fateh
p235834,Depaoli,Italy,Serie BKT,Sampdoria
p212170,Desler,Denmark,MLS,Austin FC
p222262,Dessers,Nigeria,Scottish Prem,Rangers
p245370,Destanoğlu,Turkey,Trendyol Süper Lig,Beşiktaş
p264293,Diarra,Senegal,Ligue 1 McDonald's,Strasbourg
p166074,Bebé,Cape Verde Islands,LALIGA HYPERMOTION,Racing de Ferrol
p257204,Diomandé,Côte d'Ivoire,Ligue 1 McDonald's,AJ Auxerre
p201417,Doherty,Republic of Ireland,Premier League,Wolves
p225878,Domínguez,Paraguay,Libertadores,Cerro Porteño
p216054,Domínguez,Argentina,Sudamericana,Lanús
p263059,Tomás Händel,Portugal,Liga Portugal,Vitória SC
p235371,Juninho Vieira,Brazil,Liga Azerbaijan,Qarabağ FK
p244389,Fernando,Brazil,Ö. Bundesliga,RB Salzburg
p73239,Carlos Miguel,Brazil,Premier League,Nott'm Forest
p267702,Doumbia,Mali,Ligue 1 McDonald's,Stade Brestois 29
p210772,Drewes,Germany,Bundesliga,VfL Bochum 1848
p228279,Drommel,Holland,Eredivisie,PSV
p192622,Duffy,Republic of Ireland,EFL Championship,Norwich
p201841,Dussenne,Belgium,CSSL,Lausanne-Sport
p277025,Dweh,Liberia,Česká Liga,Viktoria Plzeň
p194209,El Arabi,Morocco,Liga Cyprus,APOEL FC
p261654,El Hilali,Morocco,LALIGA EA SPORTS,RCD Espanyol
p203362,Elyounoussi,Norway,3F Superliga,F.C. København
p258437,Emegha,Holland,Ligue 1 McDonald's,Strasbourg
p255434,Enciso,Paraguay,Premier League,Brighton
p245716,Essende,France,Bundesliga,FC Augsburg
p189860,Kiko Femenía,Spain,LALIGA EA SPORTS,Villarreal CF
p215556,Fernandes,Switzerland,Ligue 1 McDonald's,Stade Brestois 29
p263828,Roger Fernandes,Portugal,Liga Portugal,SC Braga
p253304,Fernández,Uruguay,Primera División,Godoy Cruz
p201988,Fernández,Argentina,Libertadores,Estudiantes
p262151,Fernández,Argentina,ROSHN Saudi League,Al Qadisiyah
p221014,Carlos Fernández,Spain,LALIGA HYPERMOTION,Cádiz CF
p146296,Andrés Fernández,Spain,LALIGA HYPERMOTION,Levante UD
p241184,Junior Firpo,Dominican Republic,EFL Championship,Leeds United
p193182,Foderingham,England,Premier League,West Ham
p208509,Foket,Belgium,1A Pro League,RSC Anderlecht
p172203,Forster,England,Premier League,Spurs
p254310,Francés,Spain,LALIGA EA SPORTS,Girona FC
p214659,Freire,Argentina,MLS,Inter Miami CF
p266253,Fresneda,Spain,Liga Portugal,Sporting CP
p222493,Friedrich,Germany,Bundesliga,M'gladbach
p257899,Fujimoto,Japan,Liga Portugal,Gil Vicente
p252079,Manu Fuster,Spain,LALIGA EA SPORTS,UD Las Palmas
p246877,Gaetano,Italy,Serie A Enilive,Cagliari
p214680,Gallon,France,Ligue 1 McDonald's,Stade Rennais FC
p178566,García,Argentina,Sudamericana,Boca Juniors
p241930,Gattoni,Argentina,Libertadores,River Plate
p245863,Gendrey,France,Bundesliga,TSG Hoffenheim
p242117,Ghareeb,Saudi Arabia,ROSHN Saudi League,Al Nassr
p201454,Ghoulam,Algeria,Trendyol Süper Lig,Hatayspor
p243608,Giles,England,EFL Championship,Hull City
p228883,Gimber,Germany,Bundesliga,Heidenheim
p199577,Sergi Gómez,Spain,LALIGA EA SPORTS,RCD Espanyol
p227527,Fábio Abreu,Angola,CSL,Beijing FC
p263810,Pedro Malheiro,Portugal,Trendyol Süper Lig,Trabzonspor
p209523,González,Paraguay,Sudamericana,Olimpia
p246770,González Metilli,Argentina,Sudamericana,Belgrano
p257271,Gourna-Douath,France,Ö. Bundesliga,RB Salzburg
p250997,José Gragera,Spain,LALIGA EA SPORTS,RCD Espanyol
p270208,Gray,England,Premier League,Spurs
p258390,Grbić,Croatia,Trendyol Süper Lig,Çaykur Rizespor
p248384,Gruev,Bulgaria,EFL Championship,Leeds United
p246352,Hugo Guillamón,Spain,LALIGA EA SPORTS,Valencia CF
p190666,Gulde,Germany,Bundesliga,SC Freiburg
p214944,Gumbau,Spain,LALIGA EA SPORTS,Rayo Vallecano
p211908,Güvenç,Turkey,Trendyol Süper Lig,Galatasaray
p266127,Hall,England,Premier League,Newcastle Utd
p222134,Hamed,Egypt,ROSHN Saudi League,Damac FC
p241937,Harroui,Morocco,Serie A Enilive,Hellas Verona
p272978,Hato,Holland,Eredivisie,Ajax
p199244,Hejda,Czech Republic,Česká Liga,Viktoria Plzeň
p252990,Hernández,Colombia,Sudamericana,Deportes Tolima
p264492,Yeremay,Spain,LALIGA HYPERMOTION,RC Deportivo
p216774,Hoedt,Holland,ROSHN Saudi League,Al Shabab
p206606,Hofmann,Germany,Bundesliga,VfL Bochum 1848
p212045,Højer,Denmark,Trendyol Süper Lig,Çaykur Rizespor
p228295,Holding,England,Premier League,Crystal Palace
p234875,Höler,Germany,Bundesliga,SC Freiburg
p270017,Horvat,Slovenia,Ö. Bundesliga,SK Sturm Graz
p266400,Hume,Northern Ireland,EFL Championship,Sunderland
p244288,Idah,Republic of Ireland,Scottish Prem,Celtic
p272379,Iling-Junior,England,Serie A Enilive,Bologna
p215247,Ingvartsen,Denmark,3F Superliga,FC Nordsjælland
p233139,Itten,Switzerland,CSSL,BSC Young Boys
p194201,Jansson,Sweden,Allsvenskan,Malmö FF
p257186,Jashari,Switzerland,1A Pro League,Club Brugge
p229628,Fali,Spain,LALIGA HYPERMOTION,Cádiz CF
p241842,Johnson,England,Premier League,Ipswich
p263417,Joly,France,Ligue 1 McDonald's,AJ Auxerre
p257188,Erik,United Arab Emirates,United Emirates League,Al Ain FC
p251105,Joveljić,Serbia,MLS,LA Galaxy
p208615,Jullien,France,Ligue 1 McDonald's,Montpellier
p207897,Jung,Germany,Bundesliga,SV Werder Bremen
p267594,Jurásek,Czech Republic,Bundesliga,TSG Hoffenheim
p271296,Jurásek,Czech Republic,Česká Liga,Slavia Praha
p256674,Justvan,Germany,Bundesliga 2,1. FC Nürnberg
p253052,Kaboré,Burkina Faso,Liga Portugal,SL Benfica
p220421,Kamara,Côte d'Ivoire,Serie A Enilive,Udinese
p252495,Kamiński,Poland,Bundesliga,VfL Wolfsburg
p212240,Karaman,Turkey,Bundesliga 2,FC Schalke 04
p237335,Kastanos,Cyprus,Serie A Enilive,Hellas Verona
p222875,Kayembe,Congo DR,1A Pro League,KRC Genk
p257118,Kebbal,Algeria,Ligue 2 BKT,Paris FC
p210136,Kędziora,Poland,Hellas Liga,PAOK FC
p260558,Khadra,Germany,Ligue 1 McDonald's,Stade de Reims
p191655,Kim Seung Gyu,Korea Republic,ROSHN Saudi League,Al Shabab
p260876,Kjaergaard,Denmark,Ö. Bundesliga,RB Salzburg
p239342,Koffi,Burkina Faso,Ligue 1 McDonald's,RC Lens
p266041,Koleosho,Italy,EFL Championship,Burnley
p274445,Konaté,Côte d'Ivoire,Ö. Bundesliga,RB Salzburg
p239894,Kouamé,Mali,LALIGA HYPERMOTION,Cádiz CF
p247019,Kouyaté,Mali,Ligue 1 McDonald's,Montpellier
p263032,Kovacević,Serbia,Liga Portugal,Sporting CP
p207650,Krafth,Sweden,Premier League,Newcastle Utd
p265195,Elias Jelert,Denmark,Trendyol Süper Lig,Galatasaray
p170597,Krul,Holland,EFL Championship,Luton Town
p239977,Kühn,Germany,Scottish Prem,Celtic
p217585,Kuipers,Holland,Eredivisie,FC Twente
p244112,Kyereh,Ghana,Bundesliga,SC Freiburg
p271949,Labrović,Croatia,Bundesliga,FC Augsburg
p223724,Lainer,Austria,Bundesliga,M'gladbach
p196885,Lampe,Bolivia,Libertadores,Bolívar
p211302,Lapadula,Peru,Serie A Enilive,Cagliari
p228290,Laporte,France,Ligue 2 BKT,FC Lorient
p193133,Larsen,Denmark,Allsvenskan,Malmö FF
p227503,Larsen,Denmark,Bundesliga,TSG Hoffenheim
p271682,Latasa,Spain,LALIGA EA SPORTS,R. Valladolid CF
p211147,Lazaro,Austria,Serie A Enilive,Torino
p195033,Leckie,Australia,A-League,Melbourne City
p266096,Tomás Araújo,Portugal,Liga Portugal,SL Benfica
p259316,Leoni,Belgium,1A Pro League,RSC Anderlecht
p258619,Lepenant,France,Ligue 1 McDonald's,FC Nantes
p217605,Lerager,Denmark,3F Superliga,F.C. København
p243606,Lewis-Potter,England,Premier League,Brentford
p232007,Lis,Poland,Trendyol Süper Lig,Göztepe
p211363,Lockyer,Wales,EFL Championship,Luton Town
p197225,Lodeiro,Uruguay,MLS,Orlando City
p215254,Lollo,Argentina,Libertadores,Estudiantes
p222467,Ivi López,Spain,PKO BP Ekstraklasa,Raków
p259190,Lopy,Senegal,LALIGA HYPERMOTION,UD Almería
p222418,Losada,Argentina,Sudamericana,Lanús
p252865,Iker Losada,Spain,LALIGA EA SPORTS,Real Betis
p172553,Lössl,Denmark,3F Superliga,FC Midtjylland
p223866,Lovrič,Slovenia,Serie A Enilive,Udinese
p204447,Lucioni,Italy,Serie BKT,Palermo
p231571,Lucumí,Colombia,Sudamericana,Deportes Tolima
p256370,Ludwigson,Sweden,K League 1,Ulsan Hyundai
p205347,Luongo,Australia,Premier League,Ipswich
p210381,Lykogiannis,Greece,Serie A Enilive,Bologna
p270597,Makoumbou,Congo,Serie A Enilive,Cagliari
p240669,Maloney,United States,Bundesliga,Heidenheim
p263286,Mandous,Czech Republic,Česká Liga,Slavia Praha
p263204,Mansilla,Argentina,Libertadores,Estudiantes
p239397,Manu,Ghana,Eredivisie,PEC Zwolle
p230043,Maouassa,France,1A Pro League,Club Brugge
p207732,Roger Martí,Spain,LALIGA HYPERMOTION,Cádiz CF
p194730,Juan Carlos,Spain,LALIGA EA SPORTS,Girona FC
p219797,Martínez,Colombia,Sudamericana,Racing Club
p255340,Martínez,Uruguay,3F Superliga,FC Midtjylland
p238473,Mašović,Serbia,Bundesliga,VfL Bochum 1848
p223578,Mata,Spain,LALIGA EA SPORTS,UD Las Palmas
p240974,Mattsson,Denmark,3F Superliga,F.C. København
p221331,Mazzitelli,Italy,Serie A Enilive,Como
p220031,McBurnie,Scotland,LALIGA EA SPORTS,UD Las Palmas
p193532,Medel,Chile,Sudamericana,Boca Juniors
p262219,Meijer,Holland,1A Pro League,Club Brugge
p264401,Meïté,Côte d'Ivoire,Ligue 1 McDonald's,OM
p259259,Mele,Uruguay,Libertadores,Junior
p227508,Melero,Spain,LALIGA HYPERMOTION,UD Almería
p204699,Melgarejo,Paraguay,Libertadores,Libertad
p219466,Meling,Norway,3F Superliga,F.C. København
p217565,Jubal,Brazil,Ligue 1 McDonald's,AJ Auxerre
p244416,João Mendes,Portugal,Liga Portugal,Vitória SC
p223510,Mendy,Guinea-Bissau,Ligue 2 BKT,SM Caen
p244114,Mendy,France,Trendyol Süper Lig,Trabzonspor
p212150,Meyer,Germany,Liga Cyprus,APOEL FC
p215565,Miazga,United States,MLS,FC Cincinnati
p198658,Midtsjø,Norway,Trendyol Süper Lig,Eyüpspor
p204737,Salvador Agra,Portugal,Liga Portugal,Boavista FC
p225926,Pere Milla,Spain,LALIGA EA SPORTS,RCD Espanyol
p229804,Mitriță,Romania,SUPERLIGA,Univ. Craiova
p221969,Mladenović,Serbia,Hellas Liga,Panathinaikos
p239778,Moder,Poland,Premier League,Brighton
p209288,Mollet,France,Ligue 1 McDonald's,FC Nantes
p257211,Montes,Uruguay,Libertadores,Huachipato
p255925,Montiel,Argentina,Primera División,Independiente
p231240,Mor,Turkey,Trendyol Süper Lig,Fenerbahçe
p183895,Moralez,Argentina,MLS,New York City FC
p239671,Tete Morente,Spain,Serie A Enilive,Lecce
p221908,Morgan,Scotland,MLS,Red Bulls
p184167,Moris,Luxembourg,1A Pro League,R. Union St.-G.
p255145,Morris,United States,EFL Championship,Middlesbrough
p279731,Gabriel Moscardo,Brazil,Ligue 1 McDonald's,Stade de Reims
p219787,Mosquera,Colombia,Sudamericana,América de Cali
p213798,Mowatt,England,EFL Championship,West Brom
p223994,Mugoša,Montenegro,K League 1,Incheon United
p239696,Muslija,Kosovo,Bundesliga,SC Freiburg
p194171,Musona,Zimbabwe,ROSHN Saudi League,Al Okhdood
p273018,Andrey Santos,Brazil,Ligue 1 McDonald's,Strasbourg
p256782,Nanasi,Sweden,Ligue 1 McDonald's,Strasbourg
p206218,Nardi,France,EFL Championship,QPR
p258483,Neil,England,EFL Championship,Sunderland
p242181,Neto Borges,Brazil,EFL Championship,Middlesbrough
p246844,Carlos Neva,Spain,LALIGA HYPERMOTION,Granada CF
p246457,Ngonge,Belgium,Serie A Enilive,SSC Napoli
p252961,Nianzou,France,LALIGA EA SPORTS,Sevilla FC
p235018,Nicolas,Germany,Bundesliga,M'gladbach
p210739,Nielsen,Denmark,1A Pro League,Club Brugge
p223933,Nilsson,Sweden,1A Pro League,Club Brugge
p266183,Njinmah,Germany,Bundesliga,SV Werder Bremen
p255150,Nkounkou,France,Bundesliga,Frankfurt
p218212,Noppert,Holland,Eredivisie,sc Heerenveen
p258881,Nwobodo,Nigeria,MLS,FC Cincinnati
p241171,Obispo,Holland,Eredivisie,PSV
p234671,Odgaard,Denmark,Serie A Enilive,Bologna
p270579,Odobert,France,Premier League,Spurs
p231005,Ogbene,Republic of Ireland,Premier League,Ipswich
p247972,Olaru,Romania,SUPERLIGA,FCSB
p228326,Brian Oliván,Spain,LALIGA EA SPORTS,RCD Espanyol
p242359,Jorge Fernandes,Portugal,Liga Portugal,Vitória SC
p254601,Olveira,Uruguay,Sudamericana,Olimpia
p277581,Samu,Spain,Liga Portugal,FC Porto
p229071,Onisiwo,Austria,Bundesliga,1. FSV Mainz 05
p246423,Orellano,Argentina,MLS,FC Cincinnati
p213135,Origi,Belgium,Serie A Enilive,Milano FC
p223105,Oroz,Argentina,Sudamericana,Argentinos Jrs.
p216385,Ortiz,Paraguay,Sudamericana,Olimpia
p176772,Oukidja,Algeria,Ligue 2 BKT,FC Metz
p225908,Oxford,England,Bundesliga,FC Augsburg
p209960,Pacheco,Spain,LALIGA EA SPORTS,RCD Espanyol
p199393,Pallois,France,Ligue 1 McDonald's,FC Nantes
p255272,Paredes,United States,Bundesliga,VfL Wolfsburg
p210671,Partipilo,Italy,Serie BKT,Frosinone
p275298,Pavlović,Germany,Bundesliga,FC Bayern München
p240970,Payero,Argentina,Serie A Enilive,Udinese
p243481,Pedersen,Norway,Serie A Enilive,Torino
p229640,Pedersen,Denmark,Bundesliga,FC Augsburg
p246139,Iñaki Peña,Spain,LALIGA EA SPORTS,FC Barcelona
p251223,Pepi,United States,Eredivisie,PSV
p240290,João Pedro,Brazil,ROSHN Saudi League,Al Taawoun
p251294,Guga Rodrigues,Portugal,CSL,Beijing FC
p233092,Pereyra,Argentina,MLS,Minnesota United
p204691,Pereyra,Uruguay,Libertadores,Nacional
p239088,Pérez,Colombia,Libertadores,Junior
p235088,Luis Pérez,Spain,LALIGA EA SPORTS,R. Valladolid CF
p271373,Fran Pérez,Spain,LALIGA EA SPORTS,Valencia CF
p236760,Kike Pérez,Spain,LALIGA EA SPORTS,R. Valladolid CF
p199909,Pervan,Austria,Bundesliga,VfL Wolfsburg
p223489,Pešić,Serbia,Magyar Liga,Ferencvárosi TC
p215689,Petagna,Italy,Serie A Enilive,Monza
p256407,Petroli,Argentina,Primera División,Godoy Cruz
p252018,Piątkowski,Poland,Ö. Bundesliga,RB Salzburg
p243256,Pikhalyonok,Ukraine,Ukrayina Liha,Dynamo Kyiv
p235842,Pinamonti,Italy,Serie A Enilive,Genoa
p214971,Pizzini,Argentina,Primera División,Vélez Sarsfield
p229593,Pjaca,Croatia,Liga Hrvatska,Dinamo Zagreb
p208621,Óscar Plano,Spain,LALIGA HYPERMOTION,Elche CF
p202716,Abdón Prats,Spain,LALIGA EA SPORTS,RCD Mallorca
p262334,Proper,Holland,Eredivisie,N.E.C. Nijmegen
p265576,Querfeld,Austria,Bundesliga,Union Berlin
p234458,Quintana,Argentina,Libertadores,Rosario Central 
p210619,Jordi Quintillà,Spain,CSSL,FC St. Gallen
p241463,Dani Raba,Spain,LALIGA EA SPORTS,CD Leganés
p248478,Ramaj,Germany,Eredivisie,Ajax
p192715,Juanpe,Spain,LALIGA EA SPORTS,Girona FC
p234827,Rasmussen,Denmark,3F Superliga,Brøndby IF
p248165,Rațiu,Romania,LALIGA EA SPORTS,Rayo Vallecano
p198261,Ream,United States,MLS,Charlotte FC
p234760,Reca,Poland,Serie BKT,Spezia
p240683,Reis,Holland,Bundesliga 2,Hamburger SV
p215616,Jason,Spain,Liga Portugal,Arouca
p258826,Rensch,Holland,Eredivisie,Ajax
p262236,Richardson,Morocco,Serie A Enilive,Fiorentina
p238068,Richter,Germany,Bundesliga 2,Hamburger SV
p221584,Rinne,Sweden,Allsvenskan,Djurgårdens IF
p240223,Ristić,Serbia,LALIGA EA SPORTS,RC Celta
p225147,Roberts,Wales,EFL Championship,Burnley
p207454,Rodríguez,Argentina,Libertadores,Bolívar
p255862,Rodríguez,Uruguay,MLS,New York City FC
p244950,Rodríguez,Argentina,Libertadores,Talleres
p238157,Roerslev,Denmark,Premier League,Brentford
p236668,Rojas,Argentina,Sudamericana,Racing Club
p226807,Roldan,United States,MLS,Sounders FC
p258466,Leo Román,Spain,LALIGA EA SPORTS,RCD Mallorca
p214781,Romero,Argentina,Primera División,Instituto
p69967,Isaac,Spain,LALIGA EA SPORTS,Sevilla FC
p259563,Rots,Holland,Eredivisie,FC Twente
p259584,Ruggeri,Italy,Serie A Enilive,Bergamo Calcio
p213582,Ruiz,Argentina,Liga Portugal,Estrela Amadora
p210423,Rusnák,Slovakia,MLS,Sounders FC
p262414,André Franco,Portugal,Liga Portugal,FC Porto
p264066,Saatçı,Turkey,Trendyol Süper Lig,Trabzonspor
p237499,Sabiri,Morocco,Serie A Enilive,Fiorentina
p241708,Sagnan,Mali,Ligue 1 McDonald's,Montpellier
p208520,Sakai,Japan,A-League,Auckland FC
p254910,Sakamoto,Japan,EFL Championship,Coventry City
p271755,Kike Salas,Spain,LALIGA EA SPORTS,Sevilla FC
p223654,San Emeterio,Spain,LALIGA HYPERMOTION,Cádiz CF
p273764,Sanchez,Argentina,Sudamericana,Belgrano
p204863,Iván Sánchez,Spain,LALIGA EA SPORTS,R. Valladolid CF
p199562,Ilie Sánchez,Spain,MLS,LAFC
p252909,Antonio Sánchez,Spain,LALIGA EA SPORTS,RCD Mallorca
p255781,Ricard,Spain,LALIGA HYPERMOTION,Granada CF
p262237,Sangante,Senegal,Ligue 1 McDonald's,Havre AC
p273034,Sant'Anna,Uruguay,Libertadores,River Plate
p246991,Scales,Republic of Ireland,Scottish Prem,Celtic
p200759,Schlupp,Ghana,Premier League,Crystal Palace
p256292,Schöppner,Germany,Bundesliga,Heidenheim
p220048,Scuffet,Italy,Serie A Enilive,Cagliari
p259011,Zito Luvumbo,Angola,Serie A Enilive,Cagliari
p234933,Sedlar,Serbia,LALIGA EA SPORTS,D. Alavés
p212626,Selke,Germany,Bundesliga 2,Hamburger SV
p191011,Sepe,Italy,Serie BKT,Salernitana
p233968,Sernicola,Italy,Serie BKT,Cremonese
p193348,Shaqiri,Switzerland,CSSL,FC Basel 1893
p227558,Siebatcheu,United States,Bundesliga,Union Berlin
p260930,Sildillia,France,Bundesliga,SC Freiburg
p257635,Ricardo Velho,Portugal,Liga Portugal,Farense
p256408,Simón,Argentina,Libertadores,River Plate
p236773,Siopis,Greece,EFL Championship,Cardiff City
p183394,Sissoko,France,EFL Championship,Watford
p229286,Skarke,Germany,Bundesliga,Union Berlin
p237916,Smallbone,Republic of Ireland,Premier League,Southampton
p222369,Smith,Sweden,Bundesliga,FC St. Pauli
p190885,Smith,England,Premier League,AFC Bournemouth
p252037,Fábio Silva,Portugal,LALIGA EA SPORTS,UD Las Palmas
p242090,Solbakken,Norway,Serie A Enilive,Empoli
p251189,Somers,Belgium,1A Pro League,Cercle Brugge
